record_id,timestamp,source_type,language,country,region,municipality,locality,place_name,location_id,location_precision,location_confidence,claimed_location,ground_truth_location,actor_mentioned,observed_actor,event_id,event_name,information_type,military_signal_type,text,relevance_label,reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,same_event_cluster,analyst_question
REC-033147,2026-09-13T02:19:00+02:00,בלוג פוליטי,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 6,LOC-026,checkpoint_area,גבוהה,"צפון מיטרוביצה, נקודת בידוק כללית 6","צפון מיטרוביצה, נקודת בידוק כללית 6",אמבולנסים,,EVT-003,קריאה מקומית להפגנות וחסימות,תחבורה/לוגיסטיקה אזרחית,,נמסר על תאונת דרכים קלה באזור נקודת בידוק כללית 6; חלק מהגולשים קשרו זאת בטעות לאירועים הביטחוניים. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,3,false,בינונית,נמוכה,false,false,false,true,false,true,false,false,זמן שגוי,שגוי,EVT-003-CL-09,האם הדיווח מצביע על פעילות משטרתית?
REC-081651,2026-09-13T02:48:00+02:00,X,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,נקודת בידוק כללית 24,LOC-044,checkpoint_area,נמוכה,"לפוסאביץ׳, נקודת בידוק כללית 24","לפוסאביץ׳, נקודת בידוק כללית 24",KFOR,KFOR,EVT-004,חסימות ראשונות בצירים עירוניים,פינוי/חילוץ,פינוי/חילוץ,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות.,4,propaganda/disinformation,בינונית,נמוכה,false,false,false,true,true,false,false,false,זמן שגוי,שגוי,EVT-004-CL-08,האם הטענה על הסלמה מגובה במקור אמין?
REC-076077,2026-09-13T03:02:00+02:00,קבוצת וואטסאפ,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 117,LOC-137,facility,בינונית,"זבצ׳אן, מרכז בריאות 117","זבצ׳אן, מרכז בריאות 117",ממשלת קוסובו,ממשלת קוסובו,EVT-003,קריאה מקומית להפגנות וחסימות,דיווח רחפן/מסוק,דיווח רחפן/מסוק,"פוסט ויראלי מייחס ירי לממשלת קוסובו, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.",3,unverified,בינונית,נמוכה,true,true,true,false,true,false,true,false,זמן שגוי,שגוי,EVT-003-CL-11,האם מחאה אזרחית הופכת לעימות חמוש?
REC-072518,2026-09-13T03:29:00+02:00,טיקטוק,עברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 33,LOC-053,checkpoint_area,בינונית,"זבצ׳אן, נקודת בידוק כללית 33","זבצ׳אן, נקודת בידוק כללית 33",משרד הפנים של קוסובו,,EVT-004,חסימות ראשונות בצירים עירוניים,רפואי/חירום,,"תושב מדווח שאמבולנס עבר במהירות לכיוון נקודת בידוק כללית 33, אך לא ברור אם זה קשור לעימות.",1,likely,חלשה,בינונית,false,false,false,true,false,false,false,false,זמן שגוי,נכון חלקית,EVT-004-CL-07,האם הטענה על הסלמה מגובה במקור אמין?
REC-081006,2026-09-13T03:56:00+02:00,טיקטוק,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,הדרך לאגם גזיבודה,LOC-008,road_segment,בינונית,"זובין פוטוק, הדרך לאגם גזיבודה","זובין פוטוק, הדרך לאגם גזיבודה",מפגינים סרבים מקומיים,מפגינים סרבים מקומיים,EVT-003,קריאה מקומית להפגנות וחסימות,דיווח ירי,דיווח ירי,"פוסט ויראלי מייחס ירי למפגינים סרבים מקומיים, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד.",2,unverified,בינונית,נמוכה,false,true,true,false,true,true,false,false,זמן שגוי,נכון,EVT-003-CL-04,האם הדיווח מצביע על פעילות משטרתית?
REC-036028,2026-09-13T05:19:00+02:00,הודעת דובר,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 21,מרכז בריאות 21,LOC-041,facility,נמוכה,"זבצ׳אן, מרכז בריאות 21","זבצ׳אן, מרכז בריאות 21",משרד הפנים של קוסובו,,EVT-007,עימות ליד מבנה עירייה,חדשות/תקשורת,,"ערוץ סרבי מדגיש את מצוקת התושבים הסרבים באזור, בעוד ערוץ קוסוברי מדגיש את הצורך באכיפת חוק. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.",4,likely,חזקה,בינונית,false,false,false,false,false,false,false,false,זמן שגוי,שגוי,EVT-007-CL-06,האם מחאה אזרחית הופכת לעימות חמוש?
REC-095786,2026-09-13T05:52:00+02:00,ערוץ חדשות בינלאומי,עברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור כפרי מערבי,LOC-007,rural_area,בינונית,"זובין פוטוק, אזור כפרי מערבי","זובין פוטוק, אזור כפרי מערבי",KFOR,KFOR,EVT-004,חסימות ראשונות בצירים עירוניים,כוננות בצד הסרבי,כוננות בצד הסרבי,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד אזור כפרי מערבי. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.,4,propaganda/disinformation,חלשה,נמוכה,false,false,false,false,true,false,false,false,זמן שגוי,לא ידוע,EVT-004-CL-09,האם מחאה אזרחית הופכת לעימות חמוש?
REC-032132,2026-09-13T06:09:00+02:00,הודעת דובר,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 103,LOC-123,village,גבוהה,"לפוסאביץ׳, כפר סמוך 103","לפוסאביץ׳, כפר סמוך 103",אמבולנסים,אמבולנסים,EVT-009,שמועה על רשימת מעצרים נוספת,תצפית על תנועת כוחות,תצפית על תנועת כוחות,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,1,unverified,בינונית,נמוכה,false,false,true,false,true,false,false,false,זמן שגוי,נכון חלקית,EVT-009-CL-03,האם האירוע משפיע על אזרחים או על צירים?
REC-085407,2026-09-13T06:21:00+02:00,טלגרם,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 72,ציר גישה 72,LOC-092,road_segment,נמוכה,"צפון מיטרוביצה, ציר גישה 72","צפון מיטרוביצה, ציר גישה 72",EULEX,,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,רשתות חברתיות,,אנשים מתאספים שוב ליד ציר גישה 72. חלק אומרים שהכביש ייסגר בשעה הקרובה.,1,false,בינונית,נמוכה,false,true,false,true,false,false,false,false,זמן שגוי,שגוי,EVT-008-CL-02,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-037986,2026-09-13T06:33:00+02:00,קבוצת וואטסאפ,תרגום מכונה לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,נקודת בידוק כללית 101,LOC-121,checkpoint_area,גבוהה,"לפוסאביץ׳, נקודת בידוק כללית 101","לפוסאביץ׳, נקודת בידוק כללית 101",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-003,קריאה מקומית להפגנות וחסימות,פינוי/חילוץ,פינוי/חילוץ,דיווח באנגלית טוען למאות חמושים באזור נקודת בידוק כללית 101; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.,3,unverified,חלשה,נמוכה,false,true,true,false,true,true,false,false,זמן שגוי,שגוי,EVT-003-CL-01,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-040142,2026-09-13T08:02:00+02:00,טיקטוק,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,תחנת דלק 47,LOC-067,facility,בינונית,"לפוסאביץ׳, תחנת דלק 47","לפוסאביץ׳, תחנת דלק 47",KFOR,KFOR,EVT-003,קריאה מקומית להפגנות וחסימות,פינוי/חילוץ,פינוי/חילוץ,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.",3,unverified,חלשה,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,נכון חלקית,EVT-003-CL-01,האם מחאה אזרחית הופכת לעימות חמוש?
REC-049012,2026-09-13T08:07:00+02:00,בלוג פוליטי,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 73,LOC-093,junction,גבוהה,"זבצ׳אן, צומת מקומי 73","זבצ׳אן, צומת מקומי 73",משרד הפנים של קוסובו,משרד הפנים של קוסובו,EVT-007,עימות ליד מבנה עירייה,דיווח רחפן/מסוק,דיווח רחפן/מסוק,דיווח לא מאומת על משרד הפנים של קוסובו באזור צומת מקומי 73. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.,5,false,בינונית,נמוכה,false,false,false,false,true,false,false,false,זמן שגוי,שגוי,EVT-007-CL-06,האם מדובר באירוע אמיתי או רעש?
REC-057432,2026-09-13T08:44:00+02:00,קבוצת וואטסאפ,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,תחנת דלק 121,LOC-141,facility,נמוכה,"זבצ׳אן, תחנת דלק 121","זבצ׳אן, תחנת דלק 121",עיתונאים מקומיים,,EVT-004,חסימות ראשונות בצירים עירוניים,כלכלי/חברתי,,חנות מקומית באזור תחנת דלק 121 נסגרה מוקדם בגלל חשש מהתחדשות המחאות.,3,propaganda/disinformation,חלשה,נמוכה,false,false,false,true,false,true,false,false,זמן שגוי,שגוי,EVT-004-CL-10,האם הטענה על הסלמה מגובה במקור אמין?
REC-092250,2026-09-13T09:05:00+02:00,X,עברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 62,תחנת דלק 62,LOC-082,facility,נמוכה,"זובין פוטוק, תחנת דלק 62","זובין פוטוק, תחנת דלק 62",גורמים לא מזוהים,גורמים לא מזוהים,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,דיווח ירי,דיווח ירי,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.",3,unverified,בינונית,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,נכון,EVT-008-CL-04,האם האירוע משפיע על אזרחים או על צירים?
REC-003099,2026-09-13T09:18:00+02:00,טיקטוק,תרגום מכונה לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 86,אזור תעשייה קטן 86,LOC-106,neighborhood,בינונית,"צפון מיטרוביצה, אזור תעשייה קטן 86","צפון מיטרוביצה, אזור תעשייה קטן 86",מנהיגים מקומיים סרבים,מנהיגים מקומיים סרבים,EVT-009,שמועה על רשימת מעצרים נוספת,נוכחות KFOR,נוכחות KFOR,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,3,disputed,חלשה,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,נכון,EVT-009-CL-11,האם הדיווח מצביע על פעילות משטרתית?
REC-000128,2026-09-13T10:08:00+02:00,פייסבוק,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 111,תחנת דלק 111,LOC-131,facility,בינונית,"זבצ׳אן, תחנת דלק 111","זבצ׳אן, תחנת דלק 111",KSF,KSF,EVT-009,שמועה על רשימת מעצרים נוספת,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.",3,propaganda/disinformation,בינונית,נמוכה,false,false,true,false,true,false,false,false,זמן שגוי,שגוי,EVT-009-CL-02,האם מדובר באירוע אמיתי או רעש?
