event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_id,location_id,event_summary
REC-V2-000097,2026-09-12T17:02:21.634147Z,פייסבוק,לא סווגה,unverified,בינונית,ENT-KFOR-KTRBN,LOC-076,מספר פרסומים מצביעים על תנועה של גדוד העתודה הטקטית של KFOR ליד בית ספר 56; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000098,2026-09-13T15:57:48.176380Z,קבוצת וואטסאפ,לא סווגה,likely,גבוהה,ENT-EULEX,LOC-109,תושבים דיווחו על נוכחות EULEX במרחב מרכז בריאות 89. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000099,2026-09-12T21:46:22.982465Z,טיקטוק,לא סווגה,likely,נמוכה,ENT-KFOR-RCE,LOC-029,דיווח ממקור גלוי מתאר פעילות של KFOR פיקוד אזורי מזרח באזור אזור תעשייה קטן 9 במסגרת 'חסימות ראשונות בצירים עירוניים'. נדרש אימות נוסף.
REC-V2-000100,2026-09-12T21:00:38.226248Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,ENT-KOSOVO-MOI,LOC-046,"הודעה פומבית מתייחסת למשרד הפנים של קוסובו ולשינוי היערכות באזור בית ספר 26, ללא פירוט מלא."
REC-V2-000101,2026-09-13T08:59:40.569030Z,שמועה מקומית,לא סווגה,unverified,נמוכה,ENT-KOSOVO-MOI,LOC-094,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד תחנת דלק 74; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000102,2026-09-13T07:49:13.652437Z,פייסבוק,לא סווגה,confirmed,גבוהה,ENT-LOCAL-JOURNALISTS,LOC-121,"הודעה פומבית מתייחסת לעיתונאים מקומיים ולשינוי היערכות באזור נקודת בידוק כללית 101, ללא פירוט מלא."
REC-V2-000103,2026-09-13T22:24:41.953584Z,X,לא סווגה,likely,בינונית,ENT-KOSOVO-POLICE,LOC-048,מספר פרסומים מצביעים על תנועה של משטרת קוסובו ליד תחנת דלק 28; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000104,2026-09-13T19:40:19.876182Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,ENT-NATO-RESERVE,LOC-039,דיווח ממקור גלוי מתאר פעילות של כוח עתודה אזורי של נאטו באזור אזור תעשייה קטן 19 במסגרת 'פשיטה משטרתית לילית מוגבלת'. נדרש אימות נוסף.
REC-V2-000105,2026-09-12T14:16:11.799107Z,חדשות מקומיות,לא סווגה,confirmed,נמוכה,ENT-UNIDENTIFIED-ACTORS,LOC-108,"הודעה פומבית מתייחסת לגורמים לא מזוהים ולשינוי היערכות באזור תחנת דלק 88, ללא פירוט מלא."
REC-V2-000106,2026-09-12T17:53:48.610530Z,קבוצת וואטסאפ,לא סווגה,likely,גבוהה,ENT-AMBULANCES,LOC-030,דיווח ממקור גלוי מתאר פעילות של אמבולנסים באזור תחנת דלק 10 במסגרת 'הודעת קוסובו על מבצע אכיפה מוגבל'. נדרש אימות נוסף.
REC-V2-000107,2026-09-13T04:21:55.272036Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,ENT-SERBIA-GOV,LOC-144,מקור גלוי טוען כי ממשלת סרביה קשור להתפתחות 'תגבור משטרת קוסובו סביב מתקנים' באזור נקודת בידוק כללית 124; הפרטים חלקיים.
REC-V2-000108,2026-09-13T20:12:40.725959Z,טלגרם,לא סווגה,likely,גבוהה,ENT-UNIDENTIFIED-ACTORS,LOC-082,תושבים דיווחו על נוכחות גורמים לא מזוהים במרחב תחנת דלק 62. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000109,2026-09-12T18:05:02.034546Z,קבוצת וואטסאפ,לא סווגה,confirmed,נמוכה,ENT-KFOR,LOC-090,דיווח ממקור גלוי מתאר פעילות של KFOR באזור ציר גישה 70 במסגרת 'קריאה מקומית להפגנות וחסימות'. נדרש אימות נוסף.
REC-V2-000110,2026-09-13T13:11:15.534591Z,X,לא סווגה,likely,גבוהה,ENT-KOSOVO-MOI,LOC-005,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד מרכז העיירה; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000111,2026-09-13T01:26:25.085765Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,ENT-KOSOVO-GOV,LOC-123,דיווח ממקור גלוי מתאר פעילות של ממשלת קוסובו באזור כפר סמוך 103 במסגרת 'חסימות ראשונות בצירים עירוניים'. נדרש אימות נוסף.
REC-V2-000112,2026-09-12T20:34:19.233200Z,ערוץ חדשות בינלאומי,לא סווגה,confirmed,בינונית,ENT-NATO-RESERVE,LOC-150,מספר פרסומים מצביעים על תנועה של כוח עתודה אזורי של נאטו ליד אזור תעשייה קטן 130; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000113,2026-09-12T12:28:37.599022Z,X,לא סווגה,likely,בינונית,ENT-AMBULANCES,LOC-038,דיווח ממקור גלוי מתאר פעילות של אמבולנסים באזור ציר גישה 18 במסגרת 'הודעת קוסובו על מבצע אכיפה מוגבל'. נדרש אימות נוסף.
REC-V2-000114,2026-09-14T01:54:47.498498Z,טיקטוק,לא סווגה,unverified,גבוהה,ENT-UNIDENTIFIED-ACTORS,LOC-082,דיווח ממקור גלוי מתאר פעילות של גורמים לא מזוהים באזור תחנת דלק 62 במסגרת 'דיווחים סותרים על ירי באזור כפרי'. נדרש אימות נוסף.
REC-V2-000115,2026-09-14T05:19:22.148328Z,טלגרם,לא סווגה,disputed,בינונית,ENT-KOSOVO-MOI,LOC-114,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד אזור מיוער 94; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000116,2026-09-12T20:31:25.387378Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,ENT-EULEX,LOC-146,דיווח ממקור גלוי מתאר פעילות של EULEX באזור צומת מקומי 126 במסגרת 'קריאה מקומית להפגנות וחסימות'. נדרש אימות נוסף.
REC-V2-000117,2026-09-13T05:21:58.231454Z,טיקטוק,לא סווגה,unverified,בינונית,ENT-EULEX,LOC-140,תושבים דיווחו על נוכחות EULEX במרחב בית ספר 120. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000118,2026-09-13T09:35:29.038398Z,קבוצת וואטסאפ,לא סווגה,likely,גבוהה,ENT-KOSOVO-SPECIAL-POLICE,LOC-056,"הודעה פומבית מתייחסת ליחידה מיוחדת של משטרת קוסובו ולשינוי היערכות באזור אזור תעשייה קטן 36, ללא פירוט מלא."
REC-V2-000119,2026-09-13T08:30:53.800490Z,הודעת דובר,לא סווגה,false,גבוהה,ENT-EULEX,LOC-117,תושבים דיווחו על נוכחות EULEX במרחב צומת מקומי 97. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000120,2026-09-14T01:15:06.330478Z,פייסבוק,לא סווגה,likely,נמוכה,ENT-EULEX,LOC-092,דיווח ממקור גלוי מתאר פעילות של EULEX באזור ציר גישה 72 במסגרת 'דיווחים סותרים על ירי באזור כפרי'. נדרש אימות נוסף.
REC-V2-000121,2026-09-12T14:59:44.664146Z,X,לא סווגה,unverified,בינונית,ENT-LOCAL-ARMED-GROUP,LOC-001,פרסום פומבי מצביע על נוכחות אפשרית של קבוצה חמושה מקומית במרחב אזור גשר איבר; אין אימות עצמאי להיקף הכוח.
REC-V2-000122,2026-09-13T14:54:58.287945Z,טלגרם,לא סווגה,disputed,נמוכה,ENT-KSF,LOC-001,דיווח ממקור גלוי מתאר פעילות של KSF באזור אזור גשר איבר במסגרת 'שמועה על רשימת מעצרים נוספת'. נדרש אימות נוסף.
REC-V2-000123,2026-09-13T11:18:11.585996Z,חדשות מקומיות,לא סווגה,confirmed,בינונית,ENT-KSF,LOC-118,"הודעה פומבית מתייחסת לKSF ולשינוי היערכות באזור נקודת בידוק כללית 98, ללא פירוט מלא."
REC-V2-000124,2026-09-12T18:06:11.743364Z,שמועה מקומית,לא סווגה,likely,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-024,תושבים דיווחו על נוכחות יחידה מיוחדת של משטרת קוסובו במרחב כפר סמוך 4. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000125,2026-09-14T00:28:32.580545Z,טלגרם,לא סווגה,confirmed,בינונית,ENT-LOCAL-JOURNALISTS,LOC-138,דיווח ממקור גלוי מתאר פעילות של עיתונאים מקומיים באזור אזור תעשייה קטן 118 במסגרת 'פשיטה משטרתית לילית מוגבלת'. נדרש אימות נוסף.
REC-V2-000126,2026-09-13T12:16:20.847819Z,X,לא סווגה,false,בינונית,ENT-KSF,LOC-021,מספר פרסומים מצביעים על תנועה של KSF ליד כפר סמוך 1; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000127,2026-09-13T01:11:54.283713Z,חדשות מקומיות,לא סווגה,likely,גבוהה,ENT-AMBULANCES,LOC-057,"הודעה פומבית מתייחסת לאמבולנסים ולשינוי היערכות באזור נקודת בידוק כללית 37, ללא פירוט מלא."
REC-V2-000128,2026-09-13T23:07:15.227530Z,הודעת דובר,לא סווגה,likely,נמוכה,ENT-LOCAL-SERBIAN-LEADERS,LOC-078,פרסום פומבי מצביע על נוכחות אפשרית של מנהיגים מקומיים סרבים במרחב כפר סמוך 58; אין אימות עצמאי להיקף הכוח.
REC-V2-000129,2026-09-13T09:34:52.010721Z,שמועה מקומית,לא סווגה,unverified,בינונית,ENT-LOCAL-JOURNALISTS,LOC-005,תושבים דיווחו על נוכחות עיתונאים מקומיים במרחב מרכז העיירה. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000130,2026-09-12T10:11:59.616935Z,טלגרם,לא סווגה,disputed,נמוכה,ENT-LOCAL-RESIDENTS,LOC-018,תושבים דיווחו על נוכחות תושבים מקומיים במרחב בית חולים אזורי. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000131,2026-09-13T15:38:21.453407Z,הודעת דובר,לא סווגה,likely,נמוכה,ENT-KOSOVO-GOV,LOC-112,מספר פרסומים מצביעים על תנועה של ממשלת קוסובו ליד צומת מקומי 92; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000132,2026-09-12T11:51:58.970142Z,בלוג פוליטי,לא סווגה,likely,נמוכה,ENT-AMBULANCES,LOC-131,תושבים דיווחו על נוכחות אמבולנסים במרחב תחנת דלק 111. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000133,2026-09-14T06:13:16.691563Z,טלגרם,לא סווגה,likely,גבוהה,ENT-KOSOVO-SPECIAL-POLICE,LOC-009,"הודעה פומבית מתייחסת ליחידה מיוחדת של משטרת קוסובו ולשינוי היערכות באזור תחנת משטרה אזורית, ללא פירוט מלא."
REC-V2-000134,2026-09-12T19:28:03.356309Z,טיקטוק,לא סווגה,unverified,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-119,דיווח ממקור גלוי מתאר פעילות של יחידה מיוחדת של משטרת קוסובו באזור כיכר מרכזית 99 במסגרת 'חסימות ראשונות בצירים עירוניים'. נדרש אימות נוסף.
REC-V2-000135,2026-09-12T05:30:06.224909Z,הודעת דובר,לא סווגה,likely,בינונית,ENT-UNIDENTIFIED-ACTORS,LOC-104,"הודעה פומבית מתייחסת לגורמים לא מזוהים ולשינוי היערכות באזור תחנת דלק 84, ללא פירוט מלא."
REC-V2-000136,2026-09-13T18:24:30.778424Z,חדשות מקומיות,לא סווגה,likely,גבוהה,ENT-UNIDENTIFIED-ACTORS,LOC-081,מספר פרסומים מצביעים על תנועה של גורמים לא מזוהים ליד נקודת בידוק כללית 61; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000137,2026-09-12T17:59:19.591907Z,הודעת דובר,לא סווגה,likely,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-129,"הודעה פומבית מתייחסת ליחידה מיוחדת של משטרת קוסובו ולשינוי היערכות באזור צומת מקומי 109, ללא פירוט מלא."
REC-V2-000138,2026-09-12T10:07:48.218682Z,בלוג פוליטי,לא סווגה,likely,גבוהה,ENT-KOSOVO-MOI,LOC-035,מספר פרסומים מצביעים על תנועה של משרד הפנים של קוסובו ליד כיכר מרכזית 15; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000139,2026-09-12T20:32:45.018510Z,קבוצת וואטסאפ,לא סווגה,unverified,בינונית,ENT-KOSOVO-POLICE,LOC-128,מספר פרסומים מצביעים על תנועה של משטרת קוסובו ליד כיכר מרכזית 108; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000140,2026-09-14T06:28:54.123117Z,שמועה מקומית,לא סווגה,disputed,בינונית,ENT-EULEX,LOC-054,תושבים דיווחו על נוכחות EULEX במרחב ציר גישה 34. חלק מהחשבונות משתמשים באותו ניסוח.
REC-V2-000141,2026-09-12T17:47:48.677373Z,הודעת דובר,לא סווגה,unverified,בינונית,ENT-LOCAL-JOURNALISTS,LOC-139,מספר פרסומים מצביעים על תנועה של עיתונאים מקומיים ליד תחנת דלק 119; קיימת אי-ודאות לגבי הכמות והיעד.
REC-V2-000142,2026-09-14T06:30:32.437358Z,שמועה מקומית,לא סווגה,unverified,גבוהה,ENT-KOSOVO-GOV,LOC-140,"הודעה פומבית מתייחסת לממשלת קוסובו ולשינוי היערכות באזור בית ספר 120, ללא פירוט מלא."
REC-V2-000143,2026-09-13T20:25:47.566028Z,ערוץ חדשות בינלאומי,לא סווגה,likely,נמוכה,ENT-LOCAL-RESIDENTS,LOC-099,דיווח ממקור גלוי מתאר פעילות של תושבים מקומיים באזור כפר סמוך 79 במסגרת 'פשיטה משטרתית לילית מוגבלת'. נדרש אימות נוסף.
REC-V2-000144,2026-09-13T23:52:27.052704Z,בלוג פוליטי,לא סווגה,likely,בינונית,ENT-KOSOVO-MOI,LOC-088,"הודעה פומבית מתייחסת למשרד הפנים של קוסובו ולשינוי היערכות באזור נקודת בידוק כללית 68, ללא פירוט מלא."
REC-V2-000145,2026-09-13T11:47:41.290203Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,ENT-KOSOVO-GOV,LOC-019,"הודעה פומבית מתייחסת לממשלת קוסובו ולשינוי היערכות באזור תחנת דלק מרכזית, ללא פירוט מלא."
REC-V2-000146,2026-09-13T15:12:53.021300Z,קבוצת וואטסאפ,לא סווגה,likely,נמוכה,ENT-KOSOVO-POLICE,LOC-146,תושבים דיווחו על נוכחות משטרת קוסובו במרחב צומת מקומי 126. חלק מהחשבונות משתמשים באותו ניסוח.
