event_id,record_id,source_type,scenario_event_id,event_name,same_event_cluster,information_type,military_signal_type,relevance_label,source_reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,claimed_location,ground_truth_location,analyst_question,country,region,municipality,locality,place_name,location_precision,location_confidence
REC-020307,REC-020307,פייסבוק,EVT-010,פשיטה משטרתית לילית מוגבלת,EVT-010-CL-05,תצפית על תנועת כוחות,תצפית על תנועת כוחות,4,false,בינונית,נמוכה,false,true,false,false,true,false,false,false,זמן שגוי,שגוי,"צפון מיטרוביצה, ציר גישה 34","צפון מיטרוביצה, ציר גישה 34",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 34,road_segment,נמוכה
REC-032682,REC-032682,שמועה מקומית,EVT-010,פשיטה משטרתית לילית מוגבלת,EVT-010-CL-06,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,2,false,חלשה,נמוכה,false,false,false,true,true,false,false,false,זמן שגוי,לא ידוע,"לפוסאביץ׳, אזור תעשייה קטן 116","לפוסאביץ׳, אזור תעשייה קטן 116",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 116,אזור תעשייה קטן 116,neighborhood,גבוהה
REC-040613,REC-040613,טלגרם,EVT-009,שמועה על רשימת מעצרים נוספת,EVT-009-CL-12,דיווח רחפן/מסוק,דיווח רחפן/מסוק,2,confirmed,חלשה,גבוהה,false,true,true,false,true,false,false,false,זמן שגוי,נכון,"זובין פוטוק, מרכז בריאות 77","זובין פוטוק, מרכז בריאות 77",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,מרכז בריאות 77,facility,בינונית
REC-064672,REC-064672,X,EVT-009,שמועה על רשימת מעצרים נוספת,EVT-009-CL-08,מחסום/חסימה,מחסום/חסימה,1,likely,חלשה,בינונית,false,true,true,false,true,false,false,false,זמן שגוי,לא ידוע,"צפון מיטרוביצה, בית ספר 26","צפון מיטרוביצה, בית ספר 26",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית ספר 26,facility,בינונית
REC-058160,REC-058160,חדשות מקומיות,EVT-009,שמועה על רשימת מעצרים נוספת,EVT-009-CL-11,נוכחות KFOR,נוכחות KFOR,3,propaganda/disinformation,בינונית,נמוכה,false,false,true,false,true,false,false,false,זמן שגוי,שגוי,"צפון מיטרוביצה, ציר גישה 106","צפון מיטרוביצה, ציר גישה 106",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,ציר גישה 106,road_segment,גבוהה
REC-047572,REC-047572,קבוצת וואטסאפ,EVT-007,עימות ליד מבנה עירייה,EVT-007-CL-08,רשתות חברתיות,,2,confirmed,בינונית,גבוהה,false,true,false,true,false,true,false,false,זמן שגוי,נכון,"זבצ׳אן, צומת מקומי 73","זבצ׳אן, צומת מקומי 73",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 73,junction,בינונית
REC-044036,REC-044036,ערוץ חדשות בינלאומי,EVT-010,פשיטה משטרתית לילית מוגבלת,EVT-010-CL-02,נוכחות KFOR,נוכחות KFOR,4,propaganda/disinformation,בינונית,נמוכה,false,true,false,false,true,false,false,false,זמן שגוי,שגוי,"לפוסאביץ׳, הציר לכיוון סרביה","לפוסאביץ׳, הציר לכיוון סרביה",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,הציר לכיוון סרביה,road_segment,גבוהה
REC-076628,REC-076628,טיקטוק,EVT-009,שמועה על רשימת מעצרים נוספת,EVT-009-CL-12,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,2,likely,חלשה,בינונית,false,false,true,false,true,true,false,false,זמן שגוי,נכון חלקית,"לפוסאביץ׳, הציר לכיוון סרביה","לפוסאביץ׳, הציר לכיוון סרביה",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,הציר לכיוון סרביה,road_segment,גבוהה
REC-059064,REC-059064,פייסבוק,EVT-007,עימות ליד מבנה עירייה,EVT-007-CL-01,פעילות משטרתית,פעילות משטרתית,3,propaganda/disinformation,בינונית,נמוכה,false,true,false,false,true,false,false,false,זמן שגוי,שגוי,"זובין פוטוק, כפר סמוך 65","זובין פוטוק, כפר סמוך 65",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 65,כפר סמוך 65,village,נמוכה
REC-003532,REC-003532,בלוג פוליטי,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,EVT-008-CL-05,כוננות בצד הסרבי,כוננות בצד הסרבי,3,unverified,בינונית,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,נכון,"צפון מיטרוביצה, ציר גישה 46","צפון מיטרוביצה, ציר גישה 46",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 46,ציר גישה 46,road_segment,בינונית
REC-053009,REC-053009,שמועה מקומית,EVT-009,שמועה על רשימת מעצרים נוספת,EVT-009-CL-07,דיווח רחפן/מסוק,דיווח רחפן/מסוק,4,disputed,בינונית,נמוכה,false,true,true,false,true,true,false,false,זמן שגוי,נכון,"צפון מיטרוביצה, ציר גישה 38","צפון מיטרוביצה, ציר גישה 38",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 38,ציר גישה 38,road_segment,בינונית
REC-023906,REC-023906,בלוג פוליטי,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,EVT-008-CL-10,ציוד/רכבים,ציוד/רכבים,2,unverified,בינונית,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,נכון,"זובין פוטוק, תחנת דלק 119","זובין פוטוק, תחנת דלק 119",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,תחנת דלק 119,facility,בינונית
REC-071177,REC-071177,פייסבוק,EVT-010,פשיטה משטרתית לילית מוגבלת,EVT-010-CL-01,פעילות משטרתית,פעילות משטרתית,4,disputed,חלשה,נמוכה,false,true,false,false,true,false,false,false,זמן שגוי,לא ידוע,"לפוסאביץ׳, תחנת דלק 88","לפוסאביץ׳, תחנת דלק 88",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,תחנת דלק 88,facility,בינונית
REC-070415,REC-070415,בלוג פוליטי,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,EVT-008-CL-09,דיווח רחפן/מסוק,דיווח רחפן/מסוק,2,disputed,בינונית,נמוכה,true,false,true,false,true,false,false,false,זמן שגוי,נכון חלקית,"צפון מיטרוביצה, בית ספר 12","צפון מיטרוביצה, בית ספר 12",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 12,בית ספר 12,facility,בינונית
REC-055886,REC-055886,פייסבוק,EVT-009,שמועה על רשימת מעצרים נוספת,EVT-009-CL-09,מחסום/חסימה,מחסום/חסימה,1,disputed,חלשה,נמוכה,true,false,true,false,true,false,false,false,זמן שגוי,נכון חלקית,"לפוסאביץ׳, ציר גישה 18","לפוסאביץ׳, ציר גישה 18",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 18,ציר גישה 18,road_segment,בינונית
REC-072956,REC-072956,טיקטוק,EVT-010,פשיטה משטרתית לילית מוגבלת,EVT-010-CL-07,רשתות חברתיות,,1,disputed,בינונית,נמוכה,false,true,false,true,false,true,false,false,זמן שגוי,לא ידוע,"זבצ׳אן, מרכז בריאות 117","זבצ׳אן, מרכז בריאות 117",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 117,facility,בינונית
REC-092616,REC-092616,שמועה מקומית,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,EVT-008-CL-11,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,3,propaganda/disinformation,חזקה,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,שגוי,"צפון מיטרוביצה, בית ספר 80","צפון מיטרוביצה, בית ספר 80",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית ספר 80,facility,בינונית
REC-014523,REC-014523,X,EVT-010,פשיטה משטרתית לילית מוגבלת,EVT-010-CL-04,תצפית על תנועת כוחות,תצפית על תנועת כוחות,5,unverified,חלשה,נמוכה,false,true,false,false,true,true,false,false,זמן שגוי,נכון,"זובין פוטוק, אזור תעשייה קטן 36","זובין פוטוק, אזור תעשייה קטן 36",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 36,אזור תעשייה קטן 36,neighborhood,נמוכה
REC-008718,REC-008718,חדשות מקומיות,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-04,תחבורה/לוגיסטיקה אזרחית,,2,propaganda/disinformation,חלשה,נמוכה,false,false,false,true,false,false,false,false,זמן שגוי,שגוי,"זבצ׳אן, נקודת בידוק כללית 107","זבצ׳אן, נקודת בידוק כללית 107",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 107,checkpoint_area,בינונית
REC-045582,REC-045582,חדשות מקומיות,EVT-008,פצועים ראשונים והפצת סרטונים חלקיים,EVT-008-CL-12,נוכחות KFOR,נוכחות KFOR,3,unverified,בינונית,נמוכה,false,false,true,false,true,true,false,false,זמן שגוי,לא ידוע,"לפוסאביץ׳, ציר גישה 67","לפוסאביץ׳, ציר גישה 67",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,ציר גישה 67,road_segment,גבוהה
REC-089426,REC-089426,חדשות מקומיות,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-04,ציוד/רכבים,ציוד/רכבים,3,disputed,בינונית,נמוכה,false,false,false,true,true,false,false,false,,שגוי,"זבצ׳אן, כפר סמוך 79","זבצ׳אן, כפר סמוך 79",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 79,כפר סמוך 79,village,בינונית
REC-095513,REC-095513,טלגרם,EVT-001,מעצר דמות סרבית מקומית,EVT-001-CL-03,רשתות חברתיות,,3,likely,בינונית,בינונית,false,true,false,true,false,true,false,false,,שגוי,"זובין פוטוק, כיכר מרכזית 113","זובין פוטוק, כיכר מרכזית 113",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 113,כיכר מרכזית 113,public_square,גבוהה
REC-027385,REC-027385,בלוג פוליטי,EVT-003,קריאה מקומית להפגנות וחסימות,EVT-003-CL-08,רשתות חברתיות,,2,confirmed,חלשה,גבוהה,false,true,false,true,false,false,false,false,,נכון,"צפון מיטרוביצה, תחנת משטרה אזורית","צפון מיטרוביצה, תחנת משטרה אזורית",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת משטרה אזורית,facility,בינונית
REC-092094,REC-092094,הודעת דובר,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-05,מדיני/דיפלומטי,,3,likely,בינונית,בינונית,false,false,false,false,false,true,false,false,,נכון,"פרישטינה, מטה ממשלת קוסובו","פרישטינה, מטה ממשלת קוסובו",האם יש שינוי בנוכחות KFOR?,קוסובו,מרכז קוסובו,פרישטינה,פרישטינה,מטה ממשלת קוסובו,facility,נמוכה
REC-020217,REC-020217,קבוצת וואטסאפ,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-03,פינוי/חילוץ,פינוי/חילוץ,3,disputed,חלשה,נמוכה,false,false,false,false,true,false,false,false,,לא ידוע,"זובין פוטוק, תחנת דלק 52","זובין פוטוק, תחנת דלק 52",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 52,תחנת דלק 52,facility,גבוהה
REC-082510,REC-082510,שמועה מקומית,EVT-002,הודעת קוסובו על מבצע אכיפה מוגבל,EVT-002-CL-07,דיווח רחפן/מסוק,דיווח רחפן/מסוק,2,unverified,חזקה,נמוכה,false,true,false,false,true,true,false,false,,לא ידוע,"צפון מיטרוביצה, בית ספר 80","צפון מיטרוביצה, בית ספר 80",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,בית ספר 80,facility,בינונית
