event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_or_actor,location_id,event_summary
REC-008590,2026-09-14T04:34:00Z,קבוצת וואטסאפ,לא סווגה,false,נמוכה,משטרת קוסובו,LOC-102,"נשמעו קולות שנשמעו כמו ירי באזור כפר סמוך 82. חלק מהדיווחים מייחסים זאת למשטרת קוסובו, אך המידע לא אומת."
REC-034612,2026-09-14T04:35:00Z,שמועה מקומית,לא סווגה,false,נמוכה,EULEX,LOC-139,"תושב מדווח שאמבולנס עבר במהירות לכיוון תחנת דלק 119, אך לא ברור אם זה קשור לעימות."
REC-020172,2026-09-14T04:36:00Z,שמועה מקומית,לא סווגה,confirmed,גבוהה,KFOR,LOC-007,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד אזור כפרי מערבי. האווירה מתוחה.
REC-039037,2026-09-14T04:37:00Z,טלגרם,לא סווגה,unverified,נמוכה,ממשלת קוסובו,LOC-102,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד כפר סמוך 82. האווירה מתוחה.
REC-073542,2026-09-14T04:37:00Z,פייסבוק,לא סווגה,confirmed,גבוהה,ממשלת סרביה,LOC-102,ראיתי כמה רכבים עם אורות כחולים בדרך לכפר סמוך 82. לא ברור אם זה משטרה או אמבולנס.
REC-072971,2026-09-14T04:38:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-102,מקור מפלגתי טוען שהאירוע הוא מתקפה מתוכננת מראש. אין ראיות עצמאיות שמאשרות את הטענה.
REC-088570,2026-09-14T04:38:00Z,X,לא סווגה,unverified,נמוכה,צבא סרביה,LOC-050,כתבים מקומיים מדווחים על סתירות בין גרסאות הצדדים לגבי מקור הירי.
REC-057244,2026-09-14T04:40:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,משטרת קוסובו,LOC-068,נראה מחסום זמני ליד ציר גישה 48. לא ברור אם הוצב על ידי משטרת קוסובו או על ידי גורמים מקומיים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-076093,2026-09-14T04:40:00Z,פייסבוק,לא סווגה,disputed,נמוכה,KFOR,LOC-059,מישהו יודע אם בטוח לעבור דרך בית ספר 39? שמעתי שיש שם מחסום חדש. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-077103,2026-09-14T04:40:00Z,ערוץ חדשות בינלאומי,לא סווגה,disputed,נמוכה,KFOR,LOC-029,תושבים מדווחים על נוכחות מוגברת של KFOR ליד אזור תעשייה קטן 9. אין אישור רשמי לפרטים.
REC-026481,2026-09-14T04:41:00Z,ערוץ חדשות בינלאומי,לא סווגה,confirmed,גבוהה,KFOR,LOC-124,יש תור ארוך בתחנת הדלק ליד מרכז בריאות 104. אנשים קונים יותר מהרגיל.
REC-055943,2026-09-14T04:43:00Z,טיקטוק,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-054,תושבים מדווחים על נוכחות מוגברת של קבוצה חמושה מקומית ליד ציר גישה 34. אין אישור רשמי לפרטים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-072693,2026-09-14T04:44:00Z,הודעת דובר,לא סווגה,confirmed,גבוהה,ממשלת קוסובו,LOC-032,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לבית ספר 12.
REC-046653,2026-09-14T04:45:00Z,פייסבוק,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-119,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד כיכר מרכזית 99. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-072665,2026-09-14T04:46:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,ממשלת סרביה,LOC-106,חברת הסעות מקומית הודיעה על ביטול חלק מהקווים באזור הצפון.
REC-006892,2026-09-14T04:49:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,KFOR,LOC-056,חברת הסעות מקומית הודיעה על ביטול חלק מהקווים באזור הצפון. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-081898,2026-09-14T04:49:00Z,קבוצת וואטסאפ,לא סווגה,propaganda/disinformation,נמוכה,מפגינים סרבים מקומיים,LOC-109,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-013850,2026-09-14T04:50:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,גורמים לא מזוהים,LOC-010,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-059909,2026-09-14T04:51:00Z,טלגרם,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-035,"שמעתי רעש חזק לפני כמה דקות באזור כיכר מרכזית 15. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-074319,2026-09-14T04:51:00Z,טיקטוק,לא סווגה,likely,בינונית,KFOR,LOC-090,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת.
REC-011893,2026-09-14T04:52:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,תושבים מקומיים,LOC-051,"שמעתי רעש חזק לפני כמה דקות באזור כיכר מרכזית 31. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-037893,2026-09-14T04:53:00Z,X,לא סווגה,disputed,נמוכה,אמבולנסים,LOC-066,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד ציר גישה 46. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-038206,2026-09-14T04:53:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,ממשלת קוסובו,LOC-066,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד ציר גישה 46. האווירה מתוחה.
REC-071344,2026-09-14T04:53:00Z,בלוג פוליטי,לא סווגה,propaganda/disinformation,נמוכה,KFOR,LOC-018,דיווח לא מאומת על KFOR באזור בית חולים אזורי. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-081307,2026-09-14T04:53:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,עיתונאים מקומיים,LOC-018,משאית אספקה עוכבה במחסום לא רשמי סמוך לבית חולים אזורי.
REC-048405,2026-09-14T04:54:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,ממשלת סרביה,LOC-131,"דיווח על כלי טיס בלתי מזוהה מעל אזור תחנת דלק 111. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-063204,2026-09-14T04:55:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-128,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לכיכר מרכזית 108.
REC-079958,2026-09-14T04:55:00Z,X,לא סווגה,unverified,נמוכה,ממשלת קוסובו,LOC-107,חשבון מקומי מדווח שממשלת קוסובו הגבירו סיורים באזור מרכז בריאות 87. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.
REC-009515,2026-09-14T04:56:00Z,בלוג פוליטי,לא סווגה,false,נמוכה,EULEX,LOC-109,אנשים מתאספים שוב ליד מרכז בריאות 89. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-064557,2026-09-14T04:58:00Z,X,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-127,דיווח לא מאומת על יחידה מיוחדת של משטרת קוסובו באזור נקודת בידוק כללית 107. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-070795,2026-09-14T04:58:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,קבוצה חמושה מקומית,LOC-070,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד אזור מיוער 50. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-098293,2026-09-14T04:58:00Z,טלגרם,לא סווגה,likely,בינונית,KSF,LOC-066,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים. אין תיעוד חזותי שמאפשר לאמת את הפרטים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-030379,2026-09-14T04:59:00Z,X,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-069,נמסר על תאונת דרכים קלה באזור נקודת בידוק כללית 49; חלק מהגולשים קשרו זאת בטעות לאירועים הביטחוניים.
REC-026224,2026-09-14T05:03:00Z,פייסבוק,לא סווגה,unverified,נמוכה,אמבולנסים,LOC-083,דיווח על תנועה חריגה של רכבים ביטחוניים באזור תחנת דלק 63. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-057098,2026-09-14T05:03:00Z,פייסבוק,לא סווגה,unverified,נמוכה,משטרת קוסובו,LOC-005,מישהו יודע אם בטוח לעבור דרך מרכז העיירה? שמעתי שיש שם מחסום חדש.
REC-040530,2026-09-14T05:04:00Z,שמועה מקומית,לא סווגה,likely,בינונית,KFOR,LOC-132,מישהו יודע אם בטוח לעבור דרך נקודת בידוק כללית 112? שמעתי שיש שם מחסום חדש. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-046756,2026-09-14T05:04:00Z,פייסבוק,לא סווגה,unverified,נמוכה,אמבולנסים,LOC-031,תחנת הדלק בציר גישה 11 מדווחת על עומס חריג ועל מחסור זמני בדלק מסוג מסוים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-052585,2026-09-14T05:05:00Z,טלגרם,לא סווגה,confirmed,גבוהה,KFOR,LOC-006,דובר רשמי מסר כי הפעילות נועדה לשמור על הסדר הציבורי ולא לפגוע באוכלוסייה אזרחית.
REC-046007,2026-09-14T05:06:00Z,פייסבוק,לא סווגה,disputed,נמוכה,עיתונאים מקומיים,LOC-034,עסקים קטנים באזור אזור תעשייה קטן 14 מדווחים על ירידה חדה בלקוחות מאז תחילת המתיחות.
REC-069853,2026-09-14T05:06:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-121,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-014588,2026-09-14T05:07:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-088,"דיווח על כלי טיס בלתי מזוהה מעל אזור נקודת בידוק כללית 68. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-083926,2026-09-14T05:07:00Z,X,לא סווגה,confirmed,גבוהה,אמבולנסים,LOC-037,"פוסט ויראלי מייחס ירי לאמבולנסים, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-098528,2026-09-14T05:07:00Z,שמועה מקומית,לא סווגה,propaganda/disinformation,נמוכה,משרד הפנים של קוסובו,LOC-060,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-031580,2026-09-14T05:08:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-106,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד אזור תעשייה קטן 86. האווירה מתוחה. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-033109,2026-09-14T05:08:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,עיתונאים מקומיים,LOC-093,דיווח תקשורתי טוען כי KFOR הגביר את הנוכחות כדי למנוע חיכוך ישיר.
REC-080116,2026-09-14T05:10:00Z,פייסבוק,לא סווגה,unverified,נמוכה,EULEX,LOC-029,"שמעתי רעש חזק לפני כמה דקות באזור אזור תעשייה קטן 9. אולי זה לא קשור, אבל כולם מדברים על זה."
REC-001538,2026-09-14T05:12:00Z,פייסבוק,לא סווגה,false,נמוכה,משרד הפנים של קוסובו,LOC-151,גורמים בבלגרד קוראים ל־KFOR להבטיח את ביטחון התושבים הסרבים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
