event_id,timestamp_utc,source_type,source_reliability,entity_or_actor,location_id,event_summary
MAINT-0450,2026-05-14T10:22:00Z,יומן תחזוקה,גבוהה,קואופרטיב דלק העמק,L-203,בדיקת שירות שגרתית עבור קואופרטיב דלק העמק; לא נמצא מזהה משותף עם תרחישים אחרים.
MOVE-0342,2026-05-14T10:24:00Z,חיישן תנועה,נמוכה,לא ידוע,L-206,בדיקת שירות שגרתית עבור לא ידוע; לא נמצא מזהה משותף עם תרחישים אחרים.
MAINT-0222,2026-05-14T10:25:00Z,יומן תחזוקה,גבוהה,צפון משלוחים,L-207,שרשרת תמימה BN-001: נרשם סיום פריקה של BN-5000 ובדיקת ציוד תקינה; אין קשר ידוע לאירוע הגבול.
MOVE-0242,2026-05-14T10:27:00Z,חיישן תנועה,גבוהה,כרמל ציוד חקלאי,L-208,שרשרת תמימה BN-002: משאית מורשית יצאה עם AG-5001 לכיוון מתחם מחסנים קישון; תנועה מסחרית רגילה.
MOVE-0427,2026-05-14T10:30:00Z,חיישן תנועה,בינונית,כרמל ציוד חקלאי,L-201,דיווח רקע על פעילות יומית באזור נמל חיפה; ללא חריגה.
CUST-0515,2026-05-14T10:40:00Z,רשומת מכס,בינונית,אורי לוי,L-207,פעילות אזרחית רגילה באזור אזור התעשייה בית שאן; אין חריגה תפעולית.
ACOU-0443,2026-05-14T10:41:00Z,חיישן אקוסטי,בינונית,חברת אורנים,L-205,עדכון תפעולי רגיל של חברת אורנים; המסמכים תואמים.
SOC-0396,2026-05-14T10:44:00Z,רשתות חברתיות,נמוכה,לא ידוע,L-202,עומס מקומי באזור מתחם מחסנים קישון; אין קשר ידוע לאירוע הגבול.
ACOU-0302,2026-05-14T10:51:00Z,חיישן אקוסטי,נמוכה,קואופרטיב דלק העמק,L-206,רישום מנהלי שגרתי עבור קואופרטיב דלק העמק; ללא דפוס המשך ברור.
CUST-0517,2026-05-14T10:52:00Z,רשומת מכס,נמוכה,יחידת תיאום מכס חיפה,L-201,בדיקת שירות שגרתית עבור יחידת תיאום מכס חיפה; לא נמצא מזהה משותף עם תרחישים אחרים.
CUST-0218,2026-05-14T10:56:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-209,שרשרת תמימה BN-003: CL-5002 שוחררה לאחר בדיקת מסמכים רגילה; אין מספרי מכולה משותפים עם OF-4482.
SOC-0502,2026-05-14T11:03:00Z,רשתות חברתיות,גבוהה,א. לוי,L-207,בדיקת שירות שגרתית עבור א. לוי; לא נמצא מזהה משותף עם תרחישים אחרים.
ACOU-0375,2026-05-14T11:05:00Z,חיישן אקוסטי,נמוכה,גליל הובלות,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
CAM-0341,2026-05-14T11:11:00Z,מצלמת דרך,בינונית,צפון משלוחים,L-203,פעילות אזרחית רגילה באזור מעבר נהר הירדן; אין חריגה תפעולית.
CAM-0240,2026-05-14T11:12:00Z,מצלמת דרך,גבוהה,כרמל ציוד חקלאי,L-202,שרשרת תמימה BN-002: מצלמת דרך תיעדה את המשאית של AG-5001 במסלול המתוכנן; ללא חריגה.
FIN-0566,2026-05-14T11:12:00Z,התראה פיננסית,גבוהה,צפון משלוחים,L-209,עומס מקומי באזור מסוף דלק צמח; אין קשר ידוע לאירוע הגבול.
FIN-0417,2026-05-14T11:18:00Z,התראה פיננסית,נמוכה,עמק שירותי קירור,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
TEL-0298,2026-05-14T11:22:00Z,מטא-דאטה טלפוני,נמוכה,צפון משלוחים,L-206,רישום מנהלי שגרתי עבור צפון משלוחים; ללא דפוס המשך ברור.
FIN-0227,2026-05-14T11:24:00Z,התראה פיננסית,גבוהה,מפעלי עמק הירדן,L-209,שרשרת תמימה BN-003: תשלום רגיל עבור הובלת CL-5002 עם חשבונית מלאה וללא חריגה.
CAM-0314,2026-05-14T11:26:00Z,מצלמת דרך,נמוכה,משרד סיוע מרחב,L-205,עדכון תפעולי רגיל של משרד סיוע מרחב; המסמכים תואמים.
CUST-0495,2026-05-14T11:27:00Z,רשומת מכס,נמוכה,חברת אורנים,L-208,עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע לאירוע הגבול.
MOVE-0477,2026-05-14T11:42:00Z,חיישן תנועה,גבוהה,א. לוי,L-202,דיווח רקע על פעילות יומית באזור מתחם מחסנים קישון; ללא חריגה.
TEL-0217,2026-05-14T11:49:00Z,מטא-דאטה טלפוני,גבוהה,עמק שירותי קירור,L-204,שרשרת תמימה BN-003: שיחת תיאום קצרה על חלון פריקה של CL-5002; פעילות לוגיסטית רגילה.
CUST-0315,2026-05-14T11:51:00Z,רשומת מכס,גבוהה,אורי לוי,L-209,דיווח רקע על פעילות יומית באזור מסוף דלק צמח; ללא חריגה.
MOVE-0315,2026-05-14T11:51:00Z,חיישן תנועה,גבוהה,אורי לוי,L-208,דיווח רקע על פעילות יומית באזור משרד סיוע מרחב בחיפה; ללא חריגה.
CAM-0541,2026-05-14T11:53:00Z,מצלמת דרך,נמוכה,לא ידוע,L-208,עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע לאירוע הגבול.
SOC-0227,2026-05-14T11:57:00Z,רשתות חברתיות,גבוהה,חברת אורנים,L-205,שרשרת תמימה BN-002: דיווח מקומי על הגעת מסנני מים לאתר היעד; פעילות אזרחית.
TEL-0419,2026-05-14T11:59:00Z,מטא-דאטה טלפוני,בינונית,גליל הובלות,L-209,עדכון תפעולי רגיל של גליל הובלות; המסמכים תואמים.
CAM-0475,2026-05-14T12:01:00Z,מצלמת דרך,בינונית,אורי לוי,L-201,תנועה מסחרית רגילה באזור נמל חיפה; אין קשר ידוע ל-OF-4482.
CUST-0540,2026-05-14T12:01:00Z,רשומת מכס,בינונית,יחידת תיאום מכס חיפה,L-205,עומס מקומי באזור שוק נצרת; אין קשר ידוע לאירוע הגבול.
MAINT-0376,2026-05-14T12:03:00Z,יומן תחזוקה,גבוהה,עמק שירותי קירור,L-203,בדיקת שירות שגרתית עבור עמק שירותי קירור; לא נמצא מזהה משותף עם תרחישים אחרים.
SOC-0324,2026-05-14T12:03:00Z,רשתות חברתיות,בינונית,מפעלי עמק הירדן,L-208,רישום מנהלי שגרתי עבור מפעלי עמק הירדן; ללא דפוס המשך ברור.
TEL-0507,2026-05-14T12:03:00Z,מטא-דאטה טלפוני,בינונית,א. לוי,L-203,דיווח רקע על פעילות יומית באזור מעבר נהר הירדן; ללא חריגה.
SOC-0322,2026-05-14T12:16:00Z,רשתות חברתיות,גבוהה,א. לוי,L-203,עדכון תפעולי רגיל של א. לוי; המסמכים תואמים.
PORT-0231,2026-05-14T12:21:00Z,רשומת נמל,גבוהה,צפון משלוחים,L-201,שרשרת תמימה BN-004: מכולה MD-5003 של חלקי חממות הגיעה לנקודת קליטה עם מסמכי משלוח תקינים; אין קשר ידוע ל-OF-4482.
FIN-0379,2026-05-14T12:23:00Z,התראה פיננסית,גבוהה,יחידת תיאום מכס חיפה,L-209,רישום מנהלי שגרתי עבור יחידת תיאום מכס חיפה; ללא דפוס המשך ברור.
SOC-0553,2026-05-14T12:27:00Z,רשתות חברתיות,גבוהה,לא ידוע,L-201,עומס מקומי באזור נמל חיפה; אין קשר ידוע לאירוע הגבול.
ACOU-0404,2026-05-14T12:30:00Z,חיישן אקוסטי,בינונית,יחידת תיאום מכס חיפה,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
MAINT-0223,2026-05-14T12:32:00Z,יומן תחזוקה,גבוהה,חברת אורנים,L-205,שרשרת תמימה BN-002: נרשם סיום פריקה של AG-5001 ובדיקת ציוד תקינה; אין קשר ידוע לאירוע הגבול.
MOVE-0243,2026-05-14T12:34:00Z,חיישן תנועה,גבוהה,עמק שירותי קירור,L-204,שרשרת תמימה BN-003: משאית מורשית יצאה עם CL-5002 לכיוון מעבר נהר הירדן; תנועה מסחרית רגילה.
SOC-0308,2026-05-14T12:37:00Z,רשתות חברתיות,נמוכה,לא ידוע,L-203,עומס מקומי באזור מעבר נהר הירדן; אין קשר ידוע לאירוע הגבול.
PORT-0347,2026-05-14T12:42:00Z,רשומת נמל,נמוכה,לא ידוע,L-205,תנועה מסחרית רגילה באזור שוק נצרת; אין קשר ידוע ל-OF-4482.
MOVE-0414,2026-05-14T12:43:00Z,חיישן תנועה,בינונית,משרד סיוע מרחב,L-202,רישום מנהלי שגרתי עבור משרד סיוע מרחב; ללא דפוס המשך ברור.
PORT-0353,2026-05-14T12:55:00Z,רשומת נמל,בינונית,צפון משלוחים,L-206,עדכון תפעולי רגיל של צפון משלוחים; המסמכים תואמים.
SOC-0419,2026-05-14T12:56:00Z,רשתות חברתיות,בינונית,אורי לוי,L-204,רישום מנהלי שגרתי עבור אורי לוי; ללא דפוס המשך ברור.
SOC-0407,2026-05-14T13:01:00Z,רשתות חברתיות,בינונית,לא ידוע,L-206,עדכון תפעולי רגיל של לא ידוע; המסמכים תואמים.
CUST-0219,2026-05-14T13:03:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-201,שרשרת תמימה BN-004: MD-5003 שוחררה לאחר בדיקת מסמכים רגילה; אין מספרי מכולה משותפים עם OF-4482.
MAINT-0438,2026-05-14T13:11:00Z,יומן תחזוקה,בינונית,א. לוי,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
MAINT-0286,2026-05-14T13:14:00Z,יומן תחזוקה,גבוהה,משרד סיוע מרחב,L-208,פעילות אזרחית רגילה באזור משרד סיוע מרחב בחיפה; אין חריגה תפעולית.
MOVE-0380,2026-05-14T13:15:00Z,חיישן תנועה,נמוכה,יחידת תיאום מכס חיפה,L-208,עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע לאירוע הגבול.
CAM-0241,2026-05-14T13:19:00Z,מצלמת דרך,גבוהה,עמק שירותי קירור,L-203,שרשרת תמימה BN-003: מצלמת דרך תיעדה את המשאית של CL-5002 במסלול המתוכנן; ללא חריגה.
MOVE-0510,2026-05-14T13:27:00Z,חיישן תנועה,נמוכה,משרד סיוע מרחב,L-205,דיווח רקע על פעילות יומית באזור שוק נצרת; ללא חריגה.
FIN-0228,2026-05-14T13:31:00Z,התראה פיננסית,גבוהה,קואופרטיב דלק העמק,L-201,שרשרת תמימה BN-004: תשלום רגיל עבור הובלת MD-5003 עם חשבונית מלאה וללא חריגה.
PORT-0477,2026-05-14T13:32:00Z,רשומת נמל,נמוכה,חברת אורנים,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
FIN-0340,2026-05-14T13:35:00Z,התראה פיננסית,בינונית,קואופרטיב דלק העמק,L-204,בדיקת שירות שגרתית עבור קואופרטיב דלק העמק; לא נמצא מזהה משותף עם תרחישים אחרים.
MOVE-0388,2026-05-14T13:41:00Z,חיישן תנועה,גבוהה,קואופרטיב דלק העמק,L-208,פעילות אזרחית רגילה באזור משרד סיוע מרחב בחיפה; אין חריגה תפעולית.
TEL-0397,2026-05-14T13:41:00Z,מטא-דאטה טלפוני,נמוכה,קואופרטיב דלק העמק,L-202,עדכון תפעולי רגיל של קואופרטיב דלק העמק; המסמכים תואמים.
ACOU-0348,2026-05-14T13:44:00Z,חיישן אקוסטי,גבוהה,חברת אורנים,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
MOVE-0396,2026-05-14T13:44:00Z,חיישן תנועה,נמוכה,צפון משלוחים,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
CUST-0448,2026-05-14T13:45:00Z,רשומת מכס,בינונית,כרמל ציוד חקלאי,L-201,עומס מקומי באזור נמל חיפה; אין קשר ידוע לאירוע הגבול.
FIN-0313,2026-05-14T13:53:00Z,התראה פיננסית,גבוהה,מפעלי עמק הירדן,L-205,בדיקת שירות שגרתית עבור מפעלי עמק הירדן; לא נמצא מזהה משותף עם תרחישים אחרים.
MOVE-0441,2026-05-14T13:56:00Z,חיישן תנועה,נמוכה,א. לוי,L-202,עומס מקומי באזור מתחם מחסנים קישון; אין קשר ידוע לאירוע הגבול.
TEL-0218,2026-05-14T13:56:00Z,מטא-דאטה טלפוני,גבוהה,צפון משלוחים,L-202,שרשרת תמימה BN-004: שיחת תיאום קצרה על חלון פריקה של MD-5003; פעילות לוגיסטית רגילה.
CAM-0338,2026-05-14T14:01:00Z,מצלמת דרך,נמוכה,א. לוי,L-204,רישום מנהלי שגרתי עבור א. לוי; ללא דפוס המשך ברור.
SOC-0228,2026-05-14T14:04:00Z,רשתות חברתיות,גבוהה,מפעלי עמק הירדן,L-207,שרשרת תמימה BN-003: דיווח מקומי על הגעת ציוד קירור לאתר היעד; פעילות אזרחית.
ACOU-0337,2026-05-14T14:13:00Z,חיישן אקוסטי,גבוהה,כרמל ציוד חקלאי,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
CAM-0433,2026-05-14T14:15:00Z,מצלמת דרך,בינונית,חברת אורנים,L-206,תנועה מסחרית רגילה באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע ל-OF-4482.
CUST-0407,2026-05-14T14:18:00Z,רשומת מכס,נמוכה,אורי לוי,L-202,בדיקת שירות שגרתית עבור אורי לוי; לא נמצא מזהה משותף עם תרחישים אחרים.
MAINT-0474,2026-05-14T14:18:00Z,יומן תחזוקה,נמוכה,כרמל ציוד חקלאי,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
CUST-0554,2026-05-14T14:20:00Z,רשומת מכס,גבוהה,חברת אורנים,L-206,תנועה מסחרית רגילה באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע ל-OF-4482.
